Mouse gene name	Gene name
	RPL13AP5
Fam192a	PSME3IP1
	MIR607
	LCOR
Fbxo24	FBXO24
Fbxl2	FBXL2
	HMGN2P35
Slit1	SLIT1
Slc25a42	SLC25A42
	RN7SKP90
	AC116533.1
	OR7E14P
Tmem161a	TMEM161A
Rps13	RPS13
Tonsl	TONSL
	PCOLCE-AS1
Csrnp2	CSRNP2
Pcolce	PCOLCE
	SNORD14A
Snord14a	SNORD14B
Pik3c2a	PIK3C2A
	AC093535.1
	AC093535.2
Mospd3	MOSPD3
	AC009090.6
Tfcp2	TFCP2
Rspry1	RSPRY1
Aldh7a1	ALDH7A1
	RNU6-593P
	AC126389.1
	AC107956.2
	MIR6893
	TONSL-AS1
Cyhr1	CYHR1
	RPL35AP29
Tfr2	TFR2
	PHBP19
	Y_RNA
	RNU6-199P
	SLIT1-AS1
Arl2bp	ARL2BP
Pou6f1	POU6F1
Nucb2	NUCB2
Arhgap19	ARHGAP19-SLIT1
	AL512424.1
Arhgap19	ARHGAP19
Mef2b	MEF2B
	AC009090.3
	AC009090.1
Pllp	PLLP
	AC139768.1
	AC084125.1
	RPL23AP91
	AC108081.1
Ccl22	CCL22
Kifc2	KIFC2
Dazap2	DAZAP2
Cx3cl1	CX3CL1
	AC074117.2
Ubp1	UBP1
	RNU6-986P
Ccl17	CCL17
Fndc4	FNDC4
	AL121972.1
	AL359385.1
	Metazoa_SRP
	AL603910.1
	RPL12P27
Slc17a5	SLC17A5
Frat1	FRAT1
Peg12	FRAT1
Mef2b	BORCS8-MEF2B
Ciapin1	CIAPIN1
Frat2	FRAT2
	RPS27P15
Foxh1	FOXH1
	AL590428.1
Smagp	SMAGP
	AL355490.1
Cd109	CD109
Rrp12	RRP12
Ppp1r16a	PPP1R16A
Actl6b	ACTL6B
Gckr	GCKR
	AC107956.1
Bin2	BIN2
	AC124798.2
	NCR3LG1
Borcs8	BORCS8
	AC124798.1
Gnb2	GNB2
Kcnj11	KCNJ11
	RNU7-110P
	RNA5SP128
	AC084125.2
4932415D10Rik	C2orf16
Gpt	GPT
Cela1	CELA1
	AL590552.1
	TXNP7
Rfxank	RFXANK
	AL357507.1
	AL357563.1
	AL356277.3
Zfp512	ZNF512
	AL356277.1
	AL356277.2
	AL356473.1
Galnt6	GALNT6
Col12a1	COL12A1
Mfsd3	MFSD3
Coq9	COQ9
	AL358013.1
Gm26129	RNU6-37P
	RN7SL731P
Clasp2	CLASP2
	AL139424.3
	AL139424.2
Pgd	PGD
Recql4	RECQL4
	AL139424.1
	CENPS-CORT
	AC074091.2
Abhd18	ABHD18
	RNU6-290P
Phax	PHAX
	CCDC121
Cenps	CENPS
Cort	CORT
Dffa	DFFA
Slc4a8	SLC4A8
Abcc8	ABCC8
Larp1b	LARP1B
	AC009052.1
Polr2c	POLR2C
	AL354956.1
	RPL34P20
	AL355490.2
	Y_RNA
Pex14	PEX14
Pgam1	PGAM1
	AC099513.1
Tex43	TEX43
Gpn1	GPN1
Gigyf1	GIGYF1
	BOLA3P3
	AL139423.2
	HSPE1P10
	LMNB1-DT
Nr2c2ap	NR2C2AP
	RN7SL614P
	RNU6-752P
Lmnb1	LMNB1
Exosc1	EXOSC1
	CASZ1
Ncan	NCAN
	AC084125.4
Lrrc14	LRRC14
Dok4	DOK4
Gm26226	RNU6-1028P
	AC138430.1
Hapln4	HAPLN4
	AL139423.1
	AC138430.2
	HSPE1P24
Tm6sf2	TM6SF2
Marchf3	MARCHF3
Gm572	C1orf127
Pop7	POP7
Lrrc24	LRRC24
Epo	EPO
	CFL1P6
C330018D20Rik	C5orf63
Sugp1	SUGP1
C030006K11Rik	C8orf82
Zdhhc16	ZDHHC16
Zan	ZAN
	AC005915.1
	MRPS5P3
	AC011416.1
	SELENOTP2
	AC011416.2
	AC011416.3
Megf10	MEGF10
Arhgap39	ARHGAP39
	AC099340.1
	FOSL1P1
Pgrmc2	PGRMC2
	AC107031.1
	LINC02615
	AC074091.1
	AC084125.3
Scn8a	SCN8A
	Metazoa_SRP
Tardbp	TARDBP
	AF186192.1
	AC110609.1
	AF186192.2
	AC078850.1
	AC078850.2
	JADRR
	AF186192.3
Supt7l	SUPT7L
Zfp251	ZNF251
Jade1	JADE1
Ccdc102a	CCDC102A
Zfp985	ZNF34
Zfp760	ZNF34
Zfp942	ZNF34
Zfp990	ZNF34
Zfp820	ZNF34
Zfp992	ZNF34
Zfp944	ZNF34
Zfp979	ZNF34
Zfp991	ZNF34
Zfp987	ZNF34
Zfp978	ZNF34
Zfp986	ZNF34
Zfp943	ZNF34
Gm7072	ZNF34
Zfp981	ZNF34
Zfp994	ZNF34
Zfp946	ZNF34
Rex2	ZNF34
Zfp945	ZNF34
Gm21411	ZNF34
Zfp534	ZNF34
Zfp947	ZNF34
Zfp993	ZNF34
Zfp995	ZNF34
Zfp980	ZNF34
Zfp989	ZNF34
Zfp984	ZNF34
Zfp988	ZNF34
Adgrg5	ADGRG5
Mau2	MAU2
	RN7SL395P
Rpl8	RPL8
Slc4a1ap	SLC4A1AP
	HMGB3P32
	AC011416.4
	AC010424.1
	AC010424.2
	HNRNPKP1
Prrc1	PRRC1
Ephb4	EPHB4
	COX6CP10
	AC112220.1
Gatad2a	GATAD2A
	SDAD1P3
	AC112220.2
Adgrg1	ADGRG1
Sclt1	SCLT1
	PDCD6IP
	LINC01460
Mrpl33	MRPL33
Cox7a2	COX7A2
	AC092067.1
	MIR640
Tssk6	TSSK6
	AC010424.3
Ndufa13	NDUFA13
Ctxn3	CTXN3
Rbks	RBKS
	AC022118.1
Ccdc192	CCDC192
	CUL1P1
	AC068658.1
	LINC01184
Yjefn3	AC011448.1
	AL109811.3
	RN7SL750P
	AC093783.1
Tmem30a	TMEM30A
	AC093826.1
	YJEFN3
Slc12a9	SLC12A9
D3Ertd751e	C4orf33
	LINC01811
Masp2	MASP2
	CDRT15P11
Cilp2	CILP2
	ZSWIM5P3
	AC105417.1
Slc12a2	SLC12A2
	AC082650.1
	AC082650.2
	AL109811.2
	LINC02466
Babam2	BABAM2
Srm	SRM
	HNRNPA3P10
	AC068987.1
	TMDD1
Pbx4	PBX4
	AC068987.2
Fignl2	FIGNL2
	AC068987.3
	FIGNL2-DT
Ankrd33	ANKRD33
	LINC02465
	PHF5CP
	AC123023.2
	AC002306.1
	AC123023.1
	AC018359.1
	AC007483.1
Lpar2	LPAR2
	TMEM30A-DT
	FECHP1
	KRT8P18
	AC025259.2
	RNU6-243P
Exosc10	EXOSC10
Acvrl1	ACVRL1
Filip1	FILIP1
Gmip	GMIP
	HMGB1P39
	AL445465.1
	EEF1GP8
	LINC02479
	PGBD4P4
	GAPDHP56
	AL445465.2
	AC093831.2
	U3
	AC093831.1
	MIR4463
	SLC12A9-AS1
	UBE2V1P15
	AC093902.1
Gm26505	RNU1-34P
Gm25012	RNU1-34P
	RPL26P20
	AC025554.1
	H3P27
	RNU6-224P
Trip6	TRIP6
	LINC02377
	RNU6-1338P
Senp6	SENP6
	AC105424.1
	RN7SL205P
	SNHG27
Acvr1b	ACVR1B
	MIR6850
Gm22362	SNORA70
Gm22942	SNORA70
Zfp275	ZNF517
	AC107393.1
	RPL7AP28
	AC096711.2
	AC093916.1
	AC096711.1
	ELL2P2
	AC114741.1
	LINC01256
Mms19	MMS19
	AARS1P1
	AC115622.1
	AC110751.1
	AC105383.1
	AL109811.1
	KDELC1P1
	EXOSC10-AS1
	MIR6875
Gm49527	ZNF7
Zfp7	ZNF7
Fbn2	FBN2
Srrt	SRRT
	R3HDM2P1
Arpp21	ARPP21
Pcdh10	PCDH10
	RNU6-574P
Atp13a1	ATP13A1
Grasp	TAMALIN
	MYG1P1
	MIR4263
	FAM133EP
	AC096552.1
	AC108052.1
	AC093690.1
	AC105252.1
	RPL23AP34
	AC015631.1
	FLJ31356
Mtor	MTOR
Fosl2	FOSL2
	AC079380.1
	AC096763.1
	AC104695.3
Nr4a1	NR4A1
	AC104695.2
Pabpc4l	PABPC4L
	AC104695.1
	PES1P1
	LINC02462
	AC093722.1
	AC104619.2
	AC104619.4
	AC104619.1
	AC104619.3
	AC107463.1
	LINC02485
	U6
	KRT18P54
	TARS2P1
	AC105362.1
	LINC00613
	RNU1-89P
	AC104136.1
	AC073429.2
	AC018680.1
	AC073429.1
	TERF1P3
	AC093875.1
	LINC02511
Zfp961	ZNF101
	AL356057.1
	LINC02510
	SERF1AP1
	RNU6-1016P
	RN7SKP163
	AL109897.1
	STMN1P2
	RPS23P2
Pcdh18	PCDH18
	AC011458.2
	AC011458.1
Commd5	COMMD5
	ZNF14
	NR4A1AS
Myo6	MYO6
	Y_RNA
	AC011477.6
Atg101	ATG101
Slc27a6	SLC27A6
	AC011477.7
Plb1	PLB1
	AC011477.5
	LINC00663
	AF235103.3
	AC011477.8
	AC011477.3
	AC011477.4
	ZNF56
	LINC02172
Zfp647	ZNF250
	AC116563.2
	AC116563.1
	AC131956.2
	AC025259.1
Smim41	SMIM41
	AC131956.3
	OR7E47P
	AC131956.1
	AC097511.1
	AC008588.1
	AC078864.1
	ZNF506
Isoc1	ISOC1
	LINC00592
	LINC00616
	MIR4633
	AC008679.1
	MIR4460
	ADAMTS19-AS1
	SDHCP4
	AC124798.3
Adamts19	ADAMTS19
Krt80	KRT80
	MTOR-AS1
	AC011477.1
	BNIP3P9
	RNU6-537P
	ZNF253
Angptl7	ANGPTL7
	BNIP3P10
	AC011477.2
	ZNF93
	AC008591.1
Ush1c	USH1C
Minar2	MINAR2
	RNU6-291P
	RPL39P6
Chsy3	CHSY3
Ubiad1	UBIAD1
	AC007204.1
	AC007204.2
	SLC7A11-AS1
	RNU6ATAC10P
	RNA5SP191
	HSPA8P4
	UBE2V2P3
	LINC02874
	AL031291.1
	RNU7-53P
	ARL2BPP4
	MTCYBP45
	ZNF682
	AC005741.1
Slc7a11	SLC7A11
	AC006525.1
	AC113367.1
	ZNF16
	METTL7AP1
	AC113367.3
	AC113367.2
Krt7	KRT7
Disp3	DISP3
Hint1	HINT1
Ufsp1	UFSP1
	AC093903.1
	LINC00498
Ache	ACHE
	LINC00499
	AC006539.2
	AC006539.3
	BNIP3P13
	ZNF252P
	ZNF90
Lyrm7	LYRM7
Ubtd1	UBTD1
	KRT7-AS
	AL590989.1
	KRT86
	LINC01647
Ankrd2	ANKRD2
	AL031731.1
	AC006539.1
	LINC00500
	AC105416.1
	AC011447.5
	AC098859.1
	AC011447.3
	AF235103.1
	AC098859.2
	KRT87P
	TMED10P1
	AC093766.1
Fbxo2	FBXO2
	ZNF252P-AS1
	AF235103.2
	AC139103.1
	AC011447.1
Hoga1	HOGA1
	AC021066.2
	AC011447.2
Cdc42se2	CDC42SE2
	AC021066.1
	BNIP3P15
1110038F14Rik	C8orf33
	AC021066.3
	ZNF486
	KRT81
	AC109927.1
	AC109927.2
	BNIP3P16
Noct	NOCT
	AC011447.4
	AL355315.1
	AC011447.6
	AC011447.7
	BNIP3P17
	RN7SL549P
4933411K16Rik	C10orf62
	RPS29P15
	AC078899.3
	AC078899.1
Morn4	MORN4
Muc3a	MUC3A
	BNIP3P18
	AC004777.1
	AC078899.4
Elf2	ELF2
	BNIP3P19
	SNRPGP7
	AC078899.5
	AC074011.1
	ZNF826P
	RNA5SP89
Rapgef6	RAPGEF6
	AC092164.1
	AC121757.2
	AC121757.1
	BNIP3P20
Pi4k2a	PI4K2A
	AC254629.1
	KRT83
	AC078899.2
	MIR1270
	BNIP3P22
	FBXO44
	AC008554.1
	MUC12
	BNIP3P23
	ZNF737
	KRT89P
Avpi1	AVPI1
	KRT85
	AC010636.2
	VN1R78P
	AC010636.1
Marveld1	MARVELD1
	ZNF626
Ppp1cb	PPP1CB
	MUC12-AS1
Muc3	MUC17
Krt84	KRT84
Zfyve27	ZFYVE27
	AC010329.5
	AC010329.2
	AC010329.1
	VN1R79P
	AC078865.1
Otog	OTOG
Krt82	KRT82
	ZNF66
	BNIP3P24
	AC008739.2
	AC055736.1
	KRT90P
	ZNF85
Krt75	KRT75
	RN7SKP54
Fbxo6	FBXO6
Trim56	TRIM56
Gm24076	RNU6-531P
Gm24546	RNU6-531P
	RN7SL382P
	PPP1R14BP3
	Metazoa_SRP
	RN7SL311P
	Y_RNA
	RNU6-506P
	RNU6-1074P
Mgarp	MGARP
Gm5414	KRT6B
Krt6a	KRT6B
Krt6b	KRT6B
Serpine1	SERPINE1
Gm5414	KRT6C
Krt6a	KRT6C
Krt6b	KRT6C
Ndufc1	NDUFC1
Ap1s1	AP1S1
Spdya	SPDYA
Gm5414	KRT6A
Krt6a	KRT6A
Krt6b	KRT6A
	AC124301.1
	LINC02729
	AC008739.6
Myod1	MYOD1
	KRT18P40
	AC008739.1
	ZNF430
	MIR4653
Vgf	VGF
Kcnc1	KCNC1
Krt5	KRT5
	NAT16
Sfrp5	SFRP5
	AC008739.3
	VN1R80P
	LINC00866
Naa15	NAA15
	ZNF714
Golga7b	GOLGA7B
	MOGAT3
	AC097724.1
Mad2l2	MAD2L2
Crtac1	CRTAC1
	TRMT61B
Krt71	KRT71
	RNA5SP469
	VN1R81P
	ZNF431
	KRT74
	ARPP21-AS1
	MIR128-2
	DGAT2L7P
	AC104308.1
	RPSAP46
	RFC3P1
Plod3	PLOD3
Krt72	KRT72
	RPL7AP10
Wdr43	WDR43
	VN1R82P
Sergef	SERGEF
Stac	STAC
	AC010620.1
	AC010620.2
	RPL36AP51
	AC022432.1
	AL355301.1
	RNU6-155P
	RNA5SP209
	VN1R83P
Impg1	IMPG1
R3hcc1l	R3HCC1L
	ZNF708
	KRT73-AS1
Snord92	SNORD92
Snord53	SNORD53
	Y_RNA
Gm22858	SNORD53B
Krt73	KRT73
	BNIP3P25
	RNU6-1214P
	AC097376.3
	ZNF738
Togaram2	TOGARAM2
	AC097376.2
Snora78	AC097376.1
Rab33b	RAB33B
	AC010615.3
	KRT128P
Znhit1	ZNHIT1
Krt2	KRT2
	AC010615.1
	ZNF493
Setd7	SETD7
Loxl4	LOXL4
Krt1	KRT1
	Y_RNA
	Y_RNA
	RNU6-248P
	RNU6-261P
Pcare	PCARE
	LINC02540
Gm24536	RNU6-84P
	AL591030.1
Cldn15	CLDN15
	AC010615.4
Krt77	KRT77
	AC105398.1
	AL590426.1
	AL355612.1
	AC010615.2
	AL365222.1
Htr1b	HTR1B
	AC018552.3
	RPS6P7
	AL139241.1
Mei4	MEI4
Adgrg3	ADGRG3
Pyroxd2	PYROXD2
	AC055716.3
	LINC00664
	KRT126P
	AL121718.1
	AL450327.1
	KRT125P
	AC055716.2
	AC055716.1
Irak1bp1	IRAK1BP1
	BTBD10P1
Zfp58	ZNF429
Zfp874b	ZNF429
Zfp874a	ZNF429
Zfp429	ZNF429
Rsl1	ZNF429
Zfp456	ZNF429
Zfp455	ZNF429
	KRT127P
	ARL2BPP2
Krt76	KRT76
	FIS1
	NBPF21P
	FTH1P24
	AC112236.2
	AC107016.2
Phip	PHIP
	AC112236.3
	KRT3
	AC112236.1
	MIR1287
	BNIP3P26
	RN7SKP227
	AC123912.1
Mgst2	MGST2
	AC123912.4
Hps1	HPS1
Dclk3	DCLK3
Draxin	DRAXIN
Krt4	KRT4
	AC123912.2
	AC123912.6
	AC123912.5
	AL356776.1
	AL356776.2
	AC123912.3
	MTDHP3
	MTDHP4
	HSPD1P6
Hmgn3	HMGN3
Clip4	CLIP4
	VN1R84P
Gm23645	RNU6-1104P
Gm24144	RNU6-1104P
Gm24142	RNU6-1104P
	AC006329.1
	AC018552.2
	AZGP1P2
	ZNF100
	LINC02033
	LNCPRESS1
	EMSLR
	AC105749.1
Krt79	KRT79
Drc7	DRC7
	RN7SKP237
Ift22	IFT22
	H3P16
	HMGN3-AS1
Maml3	MAML3
	AL355796.1
Trank1	TRANK1
	Y_RNA
	LCAL1
	CCNYL6
	AL355379.1
	AC092364.1
Agtrap	AGTRAP
	AL078601.1
	BRI3BPP1
	AC107016.1
	AL078601.2
	AL391840.1
Krt78	KRT78
	ZNF43
	AC108053.1
	RN7SKP253
	AC131182.1
	DBIP1
Lca5	LCA5
Scoc	SCOC
	RPL7P41
	AC011816.1
	AC055860.1
	RNU6ATAC4P
	AC011816.2
Krt8	KRT8
	PRADC1P1
Epm2aip1	EPM2AIP1
	BNIP3P27
Tph1	TPH1
	AL391840.3
	AL391840.2
	AL451064.1
	AL451064.2
	ZNF208
Sh3bgrl2	SH3BGRL2
	LINC01621
Col26a1	COL26A1
	AL132875.1
	AL132875.3
	AL132875.2
	SCOC-AS1
Elovl4	ELOVL4
	MIR4685
	AL139243.1
	MTDHP2
	NDUFB4P9
	AC003973.2
	AL133475.1
	RPL14P3
Hpse2	HPSE2
	BNIP3P28
	GAPDHP63
	AC003973.1
	RPL35AP18
Clgn	CLGN
Rapgef6	AC008695.1
Ttk	TTK
	AC008497.1
Fnip1	FNIP1
	C1orf167
	ZNF257
Saal1	SAAL1
Mgat4d	MGAT4D
	AC004965.1
	LINC01007
	BNIP3P29
	ZNF92P2
	MIR6507
	ARL5AP2
	AC073539.2
	AC018552.1
	RPL7P36
	PCGF7P
Cnnm1	CNNM1
	MTDHP5
Myl10	MYL10
	C1orf167-AS1
	VN1R85P
Katnb1	KATNB1
	ZNF676
	BNIP3P30
	AC073539.14
	AC073539.1
	AC073539.3
	ZNF729
	AC093671.1
	BNIP3P31
Elmod2	ELMOD2
	AC011494.1
Krt18	KRT18
Got1	GOT1
	RPL34P34
	ZNF98
Cux1	CUX1
	AC011516.1
	AL391684.1
	BNIP3P32
	AC025811.1
	BNIP3P33
Ucp1	UCP1
	ZNF209P
	AC004004.1
	AC011467.6
	LINC01475
	AC011467.1
Alk	ALK
	LINC01233
Mthfr	MTHFR
	AL513542.1
	AC108019.2
Nkx2-3	NKX2-3
	RN7SL152P
Gm22448	RNU6-1179P
	AC108019.1
	AC011467.5
	GOLGA2P9
Tbc1d9	TBC1D9
Slc25a28	SLC25A28
	ACTBP4
	RN7SL860P
	EIF4B
	AC011467.3
	AC005593.1
	AC011467.4
Meikin	MEIKIN
	RAD54L2P1
Mlh1	MLH1
	LINC01785
	AL353719.1
	AL133353.1
	TNRC18P1
	RNY1P14
Cox15	AL133353.2
	AC096733.1
	AC011467.2
	AC096733.2
	ZNF492
	Y_RNA
Acsl6	AC034228.3
Entpd7	ENTPD7
Rnf150	RNF150
	AC024563.1
	HIGD1AP5
	ZNF849P
	SAA3P
	AL591135.2
	RPL34P33
	AC034228.2
	AL591135.1
	EBAG9P1
	AC024563.2
	AK4P5
	VN1R87P
Mrgpra4	MRGPRX3
Mrgpra9	MRGPRX3
Mrgprb3	MRGPRX3
Mrgpra3	MRGPRX3
Mrgprx2	MRGPRX3
Mrgprb8	MRGPRX3
Mrgpra6	MRGPRX3
Mrgprb4	MRGPRX3
Mrgprb1	MRGPRX3
Mrgprb5	MRGPRX3
Mrgprx1	MRGPRX3
Mrgpra2a	MRGPRX3
Mrgprb2	MRGPRX3
Mrgpra2b	MRGPRX3
Mrgpra1	MRGPRX3
Cutc	CUTC
Bckdhb	BCKDHB
	ZNF99
	AC090099.1
Kifc3	KIFC3
	AC090099.2
	MRGPRX12P
	AC008626.2
	AC008626.1
Mrgpra4	MRGPRX4
Mrgpra9	MRGPRX4
Mrgprb3	MRGPRX4
Mrgpra3	MRGPRX4
Mrgprx2	MRGPRX4
Mrgprb8	MRGPRX4
Mrgpra6	MRGPRX4
Mrgprb4	MRGPRX4
Mrgprb1	MRGPRX4
Mrgprb5	MRGPRX4
Mrgprx1	MRGPRX4
Mrgpra2a	MRGPRX4
Mrgprb2	MRGPRX4
Mrgpra2b	MRGPRX4
Mrgpra1	MRGPRX4
	BNIP3P34
	GLTPP1
	ZNF723
	MRGPRX13P
	BNIP3P35
	VN1R88P
	SLC25A51P4
	AC022145.1
Acsl6	ACSL6
	AC022145.2
	COX15
	ZNF728
Saa4	SAA4
Zfp330	ZNF330
	BNIP3P36
	LINC01859
Saa4	SAA2-SAA4
Abcc2	ABCC2
	AL359715.3
	RPL17P25
	AL359715.4
	AL359715.1
	LINC01858
	AL359715.2
	AC074135.2
	RPSAP72
	AL596028.1
	AC074135.1
	AL590824.1
	SAA2
Tent5a	TENT5A
	ZNF730
	BNIP3P37
	AC107220.1
	AC124856.1
	LINC02432
	AL122017.1
	SNX6P1
	AC092329.2
	AL359693.1
	RNA5SP210
	AL078599.2
	ZNF724
Gm25861	SNORA70
	AL078599.1
	LINC01526
	LINC02542
	AC097504.1
	AC097504.2
	AC092329.3
	LINC02276
	BNIP3P38
	IPO5P1
Il15	IL15
	AC092329.1
	AC092329.4
	AL360157.1
	AC068888.2
Ibtk	IBTK
	AC068888.1
	VN1R90P
	VN1R91P
	ZNF91
	RNA5SP333
	NANOGP6
	ST13P5
Dnmbp	DNMBP
	SAA1
	AC010300.1
	BNIP3P8
	CDC42EP3P1
Clcn6	CLCN6
	LINC01224
	VN1R92P
	AC074140.1
	ZNF725P
	ZNF675
	RNA5SP334
Inpp4b	INPP4B
Tns2	TNS2
	DNMBP-AS1
	AC073544.1
	RPS27P29
Cpn1	CPN1
	VN1R93P
	ZNF681
Hps5	HPS5
	AC139769.1
	CYP2C23P
	TPM4P1
	SPCS2P2
	AL021155.2
	AL021155.3
Erlin1	ERLIN1
	BNIP3P39
Nppa	NPPA
	AC139769.2
	RPSAP58
	AC139769.3
	AL021155.1
	AC011503.4
Nppb	NPPB
	ZNF726
	SBF1P2
	AC074096.1
	AL021155.4
	RN7SL516P
	AC106870.3
	AC106870.2
Gm24871	RNU5E-1
	AC106870.1
Gm24871	RNU5E-4P
	AC016907.2
2510039O18Rik	KIAA2013
	AC016907.1
	AC011503.1
	AC011503.2
Chuk	CHUK
	AC011503.3
	RNA5-8SP4
	AC092279.1
Ypel5	YPEL5
Plod1	PLOD1
	AL138921.2
	AL138921.1
Cwf19l1	CWF19L1
	ZNF254
Gm26418	SNORA10B
	H3P5
Lbh	LBH
Gm24336	SNORA12
	PHBP9
Gm26063	RNU6-422P
	AC092279.2
	BNIP3P40
	AC073534.2
Bloc1s2	BLOC1S2
	AC073534.1
	ERVK-28
	AC112702.1
Gtf2h1	GTF2H1
	LINC00662
	RPL5P13
	LSM3P4
	AC139720.2
	AC139720.1
	AC109642.1
	AL096840.2
	AC104596.1
	LINC01936
	AC104596.2
Usp38	USP38
	AC073255.1
Pkd2l1	PKD2L1
	AC092118.2
	MIR6772
	AC092118.1
	RNU6-20P
Cngb1	CNGB1
Lclat1	LCLAT1
	AC097658.2
	Y_RNA
Gab1	GAB1
	AL139819.1
Scd2	SCD
Scd4	SCD
	AC005096.1
	AC005072.1
	AC005086.2
	AC005086.5
	AC005086.4
	AC005086.3
	AC005086.1
	AC005088.1
Sh2b2	SH2B2
	OLMALINC
	AC006504.1
	RNU6-130P
	MIR3159
	AL121977.1
	AL121977.2
	AC006504.5
Tpbg	TPBG
	MIR4285
	AC091390.1
	Y_RNA
	PMS2P12
	AC132154.1
Spdye4b	SPDYE6
Spdye4a	SPDYE6
Ube2cbp	UBE3D
	MIR3139
	AC097658.1
	AC097658.3
	RPSAP36
Prkrip1	PRKRIP1
Capn13	CAPN13
	AC104685.1
Smarca5	SMARCA5
	Y_RNA
Wnt8b	WNT8B
	AC006504.7
	AC006504.3
	SLC25A1P5
	AC006504.2
	AC006504.4
Mfn2	MFN2
	AC005357.2
Sec31b	SEC31B
	AC006504.6
	AC091390.3
	AC005758.1
	LAP3P1
	AC005357.1
	AL355613.1
	AC091390.2
	AC010511.1
	MIR548O
	AC073517.1
Ldha	LDHA
	AC020905.1
Dop1a	DOP1A
	AC005580.1
	AC092569.1
Orai2	ORAI2
	AC009301.1
	SMARCA5-AS1
	AC093074.1
Tepp	TEPP
	AC005307.1
	AC139713.1
	AC005394.2
	AC005381.1
	AC107223.1
	AC005394.1
	AC005616.1
	AC079466.2
	AC079466.1
	AC005524.1
	MAN1A2P1
	AC007795.1
Zfp319	ZNF319
	LINC00906
Alkbh4	ALKBH4
	GUSBP5
Usb1	USB1
Frem3	FREM3
Lrwd1	LRWD1
	MIR6757
Spryd3	SPRYD3
	AC104090.1
	AC008991.1
Gypa	GYPE
	AC011524.1
	AC011524.2
Galnt14	GALNT14
	RNA5SP470
	LINC01532
	AC093890.1
	AC011505.1
Gypa	GYPB
Uqcrfs1	UQCRFS1
	AC007786.1
Igfbp6	IGFBP6
	AC007786.2
	AC007786.3
	RN7SL340P
	AC007786.4
	AC011474.1
	MIR5090
	MIR4467
	POLR2J
	AC011474.3
Ndufb8	AL133352.1
	AC011474.2
	AC011474.4
Vstm2b	VSTM2B
Mmp15	MMP15
	RPL29P11
Pop4	POP4
Rasa4	RASA4B
Ndufb8	NDUFB8
Soat2	SOAT2
	ACSL6-AS1
	AC034228.1
	Y_RNA
	AC012182.1
Il3	IL3
Cfap20	CFAP20
	AC093890.2
Pgm3	PGM3
Gypa	GYPA
Csf2	CSF2
	AC026771.1
	AC009107.2
Hif1an	HIF1AN
Lrrfip2	LRRFIP2
	AC034216.1
	AC063976.3
	AC063976.4
Csnk2a2	CSNK2A2
	AC063976.1
	P4HA2-AS1
Plekhf1	PLEKHF1
P4ha2	P4HA2
	Metazoa_SRP
1600014C10Rik	C19orf12
Pax2	PAX2
	VTI1BP3
Upk3bl	POLR2J3
	RNU6-333P
	HIGD1AP1
	EIF4A1P4
	AC009107.1
	RN7SL645P
	AC008798.3
Ccdc113	CCDC113
Csad	CSAD
Ccne1	CCNE1
	AC009305.1
	CAPN14
Prss54	PRSS54
	AC008798.2
	AC008798.1
Upk3bl	UPK3BL2
	AC008507.3
	PPIAP58
	AL096840.1
	AC093668.1
Spdye4b	SPDYE2
Spdye4a	SPDYE2
Uri1	URI1
Miip	MIIP
	RNA5SP90
Gins3	GINS3
Ehd3	EHD3
	POLR2J3
	Y_RNA
	AL138762.1
	AL121657.1
Slf2	SLF2
	RNU6-269P
	AC009118.1
	RNU6-1110P
	AC009118.2
	LINC02137
Xdh	XDH
	Y_RNA
	MIR6729
	RN7SL649P
	AC084117.1
Rasa4	RASA4
	RPL9P32
	AC008507.2
	TAF9P3
	AC008507.1
	AC008507.4
Tnfrsf8	TNFRSF8
	AC008507.5
	AC005597.1
Ndrg4	NDRG4
Zfp536	ZNF536
	AC063976.2
	MIR6830
Pdlim4	PDLIM4
Ldhc	LDHC
	AC011504.1
	AC011478.1
	AC011507.1
	LINC01834
	AC020897.1
	AC020912.1
	AL133215.3
Tshz3	TSHZ3
Mrpl43	MRPL43
	LINC01791
	RNU6-777P
	RPL23AP89
Srd5a2	SRD5A2
	AL357835.1
	MIR7846
	AC025809.1
	AL133247.1
	AC025809.2
	AL133247.2
	AC008992.1
	LINC01946
Tnfrsf1b	TNFRSF1B
	AC008794.1
	KRT18P52
	LINC02841
Slc22a4	SLC22A4
	AK2P2
	AC011525.1
	AL121652.1
	AC011525.2
	AC098588.3
	AC098588.2
Memo1	MEMO1
	AC106871.1
	MIR3936HG
	KRT18P51
	HHIP-AS1
	MIR3936
Hhip	HHIP
	MIR4632
	RPL10P17
	AC105052.4
	SLC22A5
Gm25116	SNORA70
Upk3bl	AC105052.1
Upk3bl	UPK3BL1
	AC073573.1
Sema4g	SEMA4G
Zfp740	ZNF740
	RNA5SP471
Rwdd2a	RWDD2A
Gm26420	RNU6-967P
Polr2j	AC105052.3
	LINC01837
Me1	ME1
Spdye4b	SPDYE2B
Spdye4a	SPDYE2B
Dpy30	DPY30
	IRF1-AS1
	Y_RNA
	UBE2D3P2
Gm27820	AC098588.1
	POLR2J2
	RNU6-1301P
	UBE2FP1
Itgb7	ITGB7
	AC126118.1
Anapc10	ANAPC10
	RASA4DP
	AC097359.1
	AC105052.5
	AC097359.3
	AC097359.2
	AL121655.1
Rad50	AC116366.2
Fam185a	FAM185A
